duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
99,,Movie,The Last Laugh,2019-01-11 00:00:00,2019.0,TV-MA,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit.",80202273.0,Greg Pritikin,United States,Chevy Chase,Comedies
76,,Movie,Dayveon,2018-01-11 00:00:00,2017.0,TV-MA,"Following the shooting death of his older brother, a depressed and aimless 13-year-old boy falls in with a gang in rural Arkansas.",80170870.0,Amman Abbasi,United States,Devin Blackmon,Dramas
,1,TV Show,Jamtara - Sabka Number Ayega,2020-01-10 00:00:00,2020.0,TV-MA,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it.",81183491.0,Soumendra Padhi,India,Amit Sial,Crime TV Shows
119,,Movie,Monsters: Dark Continent,2020-01-10 00:00:00,2014.0,R,An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.,70253597.0,Tom Green,United Kingdom,Johnny Harris,Action & Adventure
85,,Movie,Set Up,2020-01-10 00:00:00,2011.0,R,"A diamond heist goes horribly wrong, and the group of friends who sought to make a fortune must instead fight for their very survival.",70199239.0,Mike Gunther,United States,50 Cent,Action & Adventure
86,,Movie,Sniper: Special Ops,2020-01-10 00:00:00,2016.0,R,"After a mission to rescue a U.S. congressman from the Taliban ends with two men left behind, their sniper buddies go against orders to get them back.",80099306.0,Fred Olen Ray,United States,Steven Seagal,Action & Adventure
85,,Movie,The Evil Dead,2020-01-10 00:00:00,1981.0,TV-MA,"During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic.",484369.0,Sam Raimi,United States,Bruce Campbell,Classic Movies
89,,Movie,In The Deep,2018-01-10 00:00:00,2017.0,PG-13,"With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby.",80109128.0,Johannes Roberts,United Kingdom,Mandy Moore,Horror Movies
92,,Movie,On Yoga The Architecture of Peace,2018-01-10 00:00:00,2017.0,TV-14,"Based on photographer Michael O’Neill’s book of the same name, this documentary traces the author’s 10-year journey through the landscape of yoga.",80187188.0,Heitor Dhalia,Brazil,Michael O’Neill,Documentaries
74,,Movie,Jim Gaffigan: Cinco,2017-01-10 00:00:00,2017.0,TV-14,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.,80117811.0,Jeannie Gaffigan,United States,Jim Gaffigan,Stand-Up Comedy
123,,Movie,21,2020-01-01 00:00:00,2008.0,PG-13,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,70084788.0,Robert Luketic,United States,Jim Sturgess,Dramas
95,,Movie,A Cinderella Story,2020-01-01 00:00:00,2004.0,PG,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,60036237.0,Mark Rosman,United States,Hilary Duff,Children & Family Movies
45,,Movie,Alpha and Omega: The Legend of the Saw Tooth Cave,2020-01-01 00:00:00,2014.0,TV-Y7,"When a wolf pup named Runt sneaks off to explore a mysterious cave, he meets and befriends a wolf driven from her pack because she's blind.",80014637.0,Richard Rich,United States,Debi Derryberry,Children & Family Movies
122,,Movie,American Beauty,2020-01-01 00:00:00,1999.0,R,"While struggling to endure his tightly wound wife, an unfulfilling job and a surly teen, a man becomes obsessed with one of his daughter's friends.",60000407.0,Sam Mendes,United States,Kevin Spacey,Dramas
98,,Movie,Arthur Christmas,2020-01-01 00:00:00,2011.0,PG,"At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission.",70202138.0,Sarah Smith,United Kingdom,James McAvoy,Children & Family Movies
106,,Movie,Aruna & Her Palate,2020-01-01 00:00:00,2018.0,TV-PG,"An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride.",81035731.0,Edwin,Indonesia,Dian Sastrowardoyo,Dramas
139,,Movie,As Good as It Gets,2020-01-01 00:00:00,1997.0,PG-13,"The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor.",1181488.0,James L. Brooks,United States,Jack Nicholson,Comedies
87,,Movie,Bad Grandpa .5,2020-01-01 00:00:00,2014.0,TV-MA,"The geriatric antics of Irving Zisman continue in this next installment of the Jackass franchise, which features unused footage from the first film.",70308046.0,Jeff Tremaine,United States,Johnny Knoxville,Comedies
105,,Movie,Breaking the Bank,2020-01-01 00:00:00,2014.0,TV-14,Bank chairman Charles Bunbury – who knows next to nothing about banking – fights to save both his company and his marriage from disaster.,80108158.0,Vadim Jean,United Kingdom,Kelsey Grammer,Comedies
142,,Movie,Catch Me If You Can,2020-01-01 00:00:00,2002.0,PG-13,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",60024942.0,Steven Spielberg,United States,Leonardo DiCaprio,Dramas
116,,Movie,Center Stage,2020-01-01 00:00:00,2000.0,PG-13,"Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.",60000891.0,Nicholas Hytner,United States,Amanda Schull,Dramas
115,,Movie,Charlie and the Chocolate Factory,2020-01-01 00:00:00,2005.0,PG,The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,70021648.0,Tim Burton,United Kingdom,Johnny Depp,Children & Family Movies
113,,Movie,Chasing Amy,2020-01-01 00:00:00,1997.0,R,"Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.",1151188.0,Kevin Smith,United States,Ben Affleck,Comedies
146,,Movie,Chitty Chitty Bang Bang,2020-01-01 00:00:00,1968.0,G,"Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children.",374651.0,Ken Hughes,United Kingdom,Dick Van Dyke,Children & Family Movies
96,,Movie,Chloe,2020-01-01 00:00:00,2009.0,R,"Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify.",70124183.0,Atom Egoyan,United States,Julianne Moore,Independent Movies
130,,Movie,City of God,2020-01-01 00:00:00,2002.0,R,"Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography.",60026106.0,Fernando Meirelles,Brazil,Alexandre Rodrigues,Dramas
108,,Movie,Click,2020-01-01 00:00:00,2006.0,PG-13,Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,70041162.0,Frank Coraci,United States,Adam Sandler,Comedies
85,,Movie,Cloverfield,2020-01-01 00:00:00,2008.0,PG-13,A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,70082268.0,Matt Reeves,United States,Lizzy Caplan,Action & Adventure
137,,Movie,Coach Carter,2020-01-01 00:00:00,2005.0,PG-13,Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.,70019004.0,Thomas Carter,United States,Samuel L. Jackson,Dramas
115,,Movie,Dinner for Schmucks,2020-01-01 00:00:00,2010.0,PG-13,The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.,70128701.0,Jay Roach,United States,Steve Carell,Comedies
127,,Movie,Donnie Brasco,2020-01-01 00:00:00,1997.0,R,"When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.",1151721.0,Mike Newell,United States,Al Pacino,Dramas
103,,Movie,Dragonheart,2020-01-01 00:00:00,1996.0,PG-13,"In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.",60029363.0,Rob Cohen,United States,Sean Connery,Action & Adventure
97,,Movie,Dragonheart 3: The Sorcerer,2020-01-01 00:00:00,2015.0,PG-13,"When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer.",80032636.0,Colin Teague,United States,Julian Morris,Action & Adventure
84,,Movie,Dragonheart: A New Beginning,2020-01-01 00:00:00,2000.0,PG,"This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.",60002003.0,Doug Lefler,United States,Christopher Masterson,Action & Adventure
96,,Movie,Event Horizon,2020-01-01 00:00:00,1997.0,R,"After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.",1179574.0,Paul W.S. Anderson,United Kingdom,Laurence Fishburne,Horror Movies
80,,Movie,Fall Girls,2020-01-01 00:00:00,2019.0,TV-14,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal.",81103093.0,Chris Stokes,United States,Amara La Negra,Comedies
98,,Movie,Final Destination,2020-01-01 00:00:00,2000.0,R,"After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated.",60000393.0,James Wong,United States,Devon Sawa,Cult Movies
90,,Movie,Final Destination 2,2020-01-01 00:00:00,2003.0,R,"On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.",60026114.0,David R. Ellis,United States,Ali Larter,Horror Movies
93,,Movie,Final Destination 3,2020-01-01 00:00:00,2006.0,R,"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death.",70042687.0,James Wong,United States,Mary Elizabeth Winstead,Horror Movies
112,,Movie,Free Willy,2020-01-01 00:00:00,1993.0,PG,"Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit.",523650.0,Simon Wincer,United States,Jason James Richter,Children & Family Movies
97,,Movie,Friday the 13th,2020-01-01 00:00:00,2009.0,R,"A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick.",70104894.0,Marcus Nispel,United States,Jared Padalecki,Horror Movies
79,,Movie,Garfield's Fun Fest,2020-01-01 00:00:00,2008.0,TV-Y7,"Garfield has long been the champ at a yearly competition for the funniest comic strip. But this time, Garfield must battle tall, handsome Ramone.",70100448.0,Mark A.Z. Dippé,United States,Frank Welker,Children & Family Movies
78,,Movie,Garfield's Pet Force,2020-01-01 00:00:00,2009.0,G,"When an alien menace and her army of undead minions threaten to enslave the world, Garfield heads a team of comic-strip superheroes to save the day.",70118155.0,Mark A.Z. Dippé,South Korea,Frank Welker,Children & Family Movies
110,,Movie,Ghost Rider,2020-01-01 00:00:00,2007.0,PG-13,"Stunt cyclist Johnny Blaze makes a bargain with the sinister Mephisto to save a loved one. Years later, Johnny gets the chance to reclaim his soul.",70044594.0,Mark Steven Johnson,United States,Nicolas Cage,Action & Adventure
145,,Movie,Ghost Stories,2020-01-01 00:00:00,2020.0,TV-MA,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers.",81088083.0,Anurag Kashyap,India,Janhvi Kapoor,Horror Movies
139,,Movie,Godzilla,2020-01-01 00:00:00,1998.0,PG-13,A team of experts – including a biologist and two scientists – must stop an oversized lizard from destroying all of Manhattan.,11819467.0,Roland Emmerich,United States,Matthew Broderick,Action & Adventure
116,,Movie,Hairspray,2020-01-01 00:00:00,2007.0,PG,"In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.",70065096.0,Adam Shankman,United States,Nikki Blonsky,Children & Family Movies
88,,Movie,Harold & Kumar Go to White Castle,2020-01-01 00:00:00,2004.0,R,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.,70000091.0,Danny Leiner,United States,John Cho,Comedies
118,,Movie,Hitch,2020-01-01 00:00:00,2005.0,PG-13,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",70019506.0,Andy Tennant,United States,Will Smith,Comedies
97,,Movie,Hunt to Kill,2020-01-01 00:00:00,2010.0,R,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.,70150473.0,Keoni Waxman,Canada,Steve Austin,Action & Adventure
148,,Movie,Inception,2020-01-01 00:00:00,2010.0,PG-13,"In this mind-bending sci-fi thriller, a man runs an espionage business built around entering the subconscious of his targets to mold their thoughts.",70131314.0,Christopher Nolan,United States,Leonardo DiCaprio,Action & Adventure
122,,Movie,Instructions Not Included,2020-01-01 00:00:00,2013.0,PG-13,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot.",70284281.0,Eugenio Derbez,Mexico,Eugenio Derbez,Comedies
71,,Movie,Jeff Dunham: Unhinged in Hollywood,2020-01-01 00:00:00,2015.0,TV-MA,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.,81084305.0,Michael Simon,United States,Jeff Dunham,Stand-Up Comedy
83,,Movie,Jimmy Neutron: Boy Genius,2020-01-01 00:00:00,2001.0,G,"When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them.",60021788.0,John A. Davis,United States,Debi Derryberry,Children & Family Movies
